ItemIdentifier,ItemWeight,ItemFatContent,ItemVisibility,ItemType,ItemMRP,OutletIdentifier,OutletSize,OutletLocationType,OutletType,YearsSinceEstablishment
FDX03,15.85,2,0.061084423,7,44.7744,OUT035,1,Tier 2,Supermarket Type1,20
FDY28,7.47,2,0.152150971,4,213.5218,OUT046,1,Tier 1,Supermarket Type1,27
FDN34,15.6,2,0.045950668,1,170.8132,OUT018,2,Tier 3,Supermarket Type2,15
FDT58,9.0,1,0.085954716,1,167.4816,OUT046,1,Tier 1,Supermarket Type1,27
FDI38,13.35,2,0.014614728,12,207.9638,OUT013,3,Tier 3,Supermarket Type1,37
FDW22,9.695,2,0.030284659,1,223.3114,OUT035,1,Tier 2,Supermarket Type1,20
NCX06,17.6,1,0.01567399,3,181.9976,OUT013,3,Tier 3,Supermarket Type1,37
DRK47,7.905,1,0.064052266,8,229.9694,OUT035,1,Tier 2,Supermarket Type1,20
FDP21,7.42,2,0.025740842,1,190.0872,OUT046,1,Tier 1,Supermarket Type1,27
FDP58,11.1,1,0.135142318,1,218.8482,OUT046,1,Tier 1,Supermarket Type1,27
NCH42,6.86,1,0.03653732,3,230.601,OUT046,1,Tier 1,Supermarket Type1,27
FDW15,15.35,2,0.055338105,7,150.4734,OUT018,2,Tier 3,Supermarket Type2,15
FDD28,10.695,1,0.053513977,4,59.1904,OUT018,2,Tier 3,Supermarket Type2,15
FDQ37,20.75,1,0.089399444,11,193.9478,OUT049,2,Tier 1,Supermarket Type1,25
FDC23,18.0,1,0.017902817,10,178.2686,OUT035,1,Tier 2,Supermarket Type1,20
FDV13,17.35,2,0.027605646,12,88.9856,OUT035,1,Tier 2,Supermarket Type1,20
FDK33,17.85,1,0.01123525,1,211.856,OUT046,1,Tier 1,Supermarket Type1,27
FDO33,14.75,1,0.089248129,1,113.1518,OUT013,3,Tier 3,Supermarket Type1,37
FDI38,13.35,2,0.014624135,12,207.2638,OUT035,1,Tier 2,Supermarket Type1,20
NCS05,11.5,1,0.020978072,2,132.8942,OUT046,1,Tier 1,Supermarket Type1,27
NCN53,5.175,1,0.030402657,2,37.0874,OUT049,2,Tier 1,Supermarket Type1,25
NCO30,19.5,1,0.0,3,183.3608,OUT046,1,Tier 1,Supermarket Type1,27
FDK10,5.785,2,0.04035886,1,181.366,OUT046,1,Tier 1,Supermarket Type1,27
FDN10,11.5,1,0.046085421,1,117.6124,OUT013,3,Tier 3,Supermarket Type1,37
FDM46,7.365,1,0.160619486,1,93.612,OUT018,2,Tier 3,Supermarket Type2,15
FDX50,20.1,1,0.074743226,6,111.5228,OUT049,2,Tier 1,Supermarket Type1,25
FDC28,7.905,1,0.05494116,4,110.4254,OUT013,3,Tier 3,Supermarket Type1,37
FDX45,16.75,1,0.104835967,1,154.863,OUT035,1,Tier 2,Supermarket Type1,20
FDV21,11.5,1,0.171348934,1,125.7704,OUT049,2,Tier 1,Supermarket Type1,25
FDH04,6.115,2,0.011390654,4,91.0488,OUT049,2,Tier 1,Supermarket Type1,25
NCG54,12.1,1,0.079739853,3,169.4106,OUT013,3,Tier 3,Supermarket Type1,37
FDO13,7.865,1,0.061059672,11,162.7526,OUT046,1,Tier 1,Supermarket Type1,27
NCO42,21.25,1,0.024655594,3,144.0102,OUT046,1,Tier 1,Supermarket Type1,27
FDL45,15.6,1,0.037746432,1,123.8704,OUT049,2,Tier 1,Supermarket Type1,25
NCK31,10.895,1,0.027025266,12,52.2666,OUT013,3,Tier 3,Supermarket Type1,37
FDF46,7.07,1,0.093671176,1,115.3834,OUT046,1,Tier 1,Supermarket Type1,27
FDQ04,6.4,1,0.084753606,4,40.2796,OUT046,1,Tier 1,Supermarket Type1,27
NCE07,8.18,1,0.013150445,3,140.6154,OUT049,2,Tier 1,Supermarket Type1,25
FDE56,17.25,2,0.159062948,2,60.2194,OUT013,3,Tier 3,Supermarket Type1,37
FDI20,19.1,1,0.038623716,2,209.6586,OUT049,2,Tier 1,Supermarket Type1,25
FDK36,7.09,1,0.0,5,49.1034,OUT018,2,Tier 3,Supermarket Type2,15
FDF47,20.85,1,0.097599775,10,224.8746,OUT035,1,Tier 2,Supermarket Type1,20
FDL04,19.0,1,0.112379351,4,105.3622,OUT018,2,Tier 3,Supermarket Type2,15
NCM26,20.5,1,0.023138823,12,152.734,OUT035,1,Tier 2,Supermarket Type1,20
FDX43,5.655,1,0.0,2,168.05,OUT049,2,Tier 1,Supermarket Type1,25
FDP52,18.7,2,0.070801636,4,227.801,OUT049,2,Tier 1,Supermarket Type1,25
FDE38,6.52,1,0.04457004,12,165.3842,OUT013,3,Tier 3,Supermarket Type1,37
DRF13,12.1,1,0.029775731,8,145.2444,OUT035,1,Tier 2,Supermarket Type1,20
FDZ44,8.185,1,0.038886823,2,118.5808,OUT018,2,Tier 3,Supermarket Type2,15
FDS11,7.05,2,0.055512274,9,225.7088,OUT013,3,Tier 3,Supermarket Type1,37
FDA55,17.2,2,0.05707763,2,224.8088,OUT049,2,Tier 1,Supermarket Type1,25
NCW53,18.35,1,0.030495077,2,194.0162,OUT046,1,Tier 1,Supermarket Type1,27
NCZ29,15.0,1,0.071662195,2,127.7362,OUT018,2,Tier 3,Supermarket Type2,15
FDQ26,13.5,2,0.067815921,6,58.0562,OUT013,3,Tier 3,Supermarket Type1,37
FDC53,8.68,1,0.008849431,4,99.9384,OUT049,2,Tier 1,Supermarket Type1,25
FDQ12,12.65,1,0.035465802,5,229.601,OUT049,2,Tier 1,Supermarket Type1,25
FDE33,19.35,2,0.049635605,2,76.5644,OUT046,1,Tier 1,Supermarket Type1,27
FDO38,17.25,1,0.072839052,12,79.7986,OUT046,1,Tier 1,Supermarket Type1,27
FDB32,20.6,1,0.023433422,2,94.5778,OUT013,3,Tier 3,Supermarket Type1,37
FDV43,16.0,1,0.077168705,2,46.5086,OUT018,2,Tier 3,Supermarket Type2,15
FDI24,10.3,1,0.079064574,5,178.237,OUT018,2,Tier 3,Supermarket Type2,15
FDW02,4.805,2,0.037758036,6,124.5704,OUT049,2,Tier 1,Supermarket Type1,25
FDE44,14.65,1,0.171654513,2,48.4692,OUT049,2,Tier 1,Supermarket Type1,25
FDL38,13.8,2,0.014733108,12,89.4172,OUT046,1,Tier 1,Supermarket Type1,27
FDW55,12.6,2,0.022004053,2,248.6092,OUT049,2,Tier 1,Supermarket Type1,25
NCW17,18.0,1,0.019416374,2,129.5994,OUT049,2,Tier 1,Supermarket Type1,25
FDP13,8.1,2,0.134298156,12,40.448,OUT035,1,Tier 2,Supermarket Type1,20
FDS08,5.735,1,0.057193256,2,174.437,OUT018,2,Tier 3,Supermarket Type2,15
NCP17,19.35,1,0.0,2,62.6168,OUT035,1,Tier 2,Supermarket Type1,20
NCO53,16.2,1,0.175151361,2,182.1608,OUT035,1,Tier 2,Supermarket Type1,20
FDG10,6.63,2,0.010956306,1,56.9588,OUT049,2,Tier 1,Supermarket Type1,25
FDA14,16.1,1,0.065170902,6,146.176,OUT035,1,Tier 2,Supermarket Type1,20
FDU49,19.5,2,0.030668818,12,87.954,OUT013,3,Tier 3,Supermarket Type1,37
FDT19,7.59,2,0.14504086,2,173.608,OUT046,1,Tier 1,Supermarket Type1,27
NCM53,18.75,1,0.051997608,2,108.328,OUT013,3,Tier 3,Supermarket Type1,37
FDB39,11.6,1,0.038486905,6,55.4272,OUT013,3,Tier 3,Supermarket Type1,37
DRC24,17.85,1,0.024821278,8,153.4998,OUT046,1,Tier 1,Supermarket Type1,27
FDY36,12.3,1,0.009402696,5,74.138,OUT013,3,Tier 3,Supermarket Type1,37
FDN01,8.895,1,0.0,11,176.637,OUT035,1,Tier 2,Supermarket Type1,20
DRH25,18.7,1,0.01459303,8,52.7324,OUT046,1,Tier 1,Supermarket Type1,27
FDV08,7.35,1,0.0,2,43.8454,OUT046,1,Tier 1,Supermarket Type1,27
NCP53,14.75,1,0.032941482,2,238.8906,OUT049,2,Tier 1,Supermarket Type1,25
FDZ14,7.71,2,0.047579697,6,120.3756,OUT035,1,Tier 2,Supermarket Type1,20
FDF11,10.195,2,0.017631222,10,240.6538,OUT046,1,Tier 1,Supermarket Type1,27
FDQ13,11.1,1,0.010684957,12,85.7908,OUT018,2,Tier 3,Supermarket Type2,15
DRJ37,10.8,1,0.061350284,8,153.3024,OUT018,2,Tier 3,Supermarket Type2,15
FDY43,14.85,1,0.098402239,2,168.1474,OUT046,1,Tier 1,Supermarket Type1,27
DRB48,16.75,2,0.024954731,8,38.3822,OUT018,2,Tier 3,Supermarket Type2,15
FDM24,6.135,2,0.079261353,5,152.8366,OUT013,3,Tier 3,Supermarket Type1,37
FDT37,14.15,1,0.035325003,12,254.1014,OUT049,2,Tier 1,Supermarket Type1,25
FDL13,13.85,2,0.056318568,11,234.03,OUT046,1,Tier 1,Supermarket Type1,27
FDB11,16.0,1,0.061095899,10,223.4404,OUT018,2,Tier 3,Supermarket Type2,15
FDJ40,13.6,2,0.049666358,4,110.7912,OUT049,2,Tier 1,Supermarket Type1,25
NCW18,15.1,1,0.059324821,3,237.2248,OUT046,1,Tier 1,Supermarket Type1,27
NCY06,15.25,1,0.061133888,3,129.0968,OUT013,3,Tier 3,Supermarket Type1,37
DRE13,6.28,1,0.027817961,8,85.8198,OUT018,2,Tier 3,Supermarket Type2,15
FDE33,19.35,2,0.049626219,2,80.2644,OUT035,1,Tier 2,Supermarket Type1,20
FDY07,11.8,1,0.0,2,45.5402,OUT046,1,Tier 1,Supermarket Type1,27
FDF57,14.5,2,0.059067021,2,170.9448,OUT018,2,Tier 3,Supermarket Type2,15
FDM58,16.85,2,0.079675335,1,110.1544,OUT035,1,Tier 2,Supermarket Type1,20
FDY32,7.605,1,0.129241042,2,165.021,OUT046,1,Tier 1,Supermarket Type1,27
FDU22,12.35,1,0.093676604,1,119.4124,OUT018,2,Tier 3,Supermarket Type2,15
FDZ49,11.0,2,0.133687996,12,222.0798,OUT018,2,Tier 3,Supermarket Type2,15
FDK34,13.35,1,0.038526684,1,238.3564,OUT046,1,Tier 1,Supermarket Type1,27
DRJ25,14.6,1,0.150539043,8,49.2692,OUT035,1,Tier 2,Supermarket Type1,20
FDN20,19.35,1,0.026160105,2,168.3474,OUT013,3,Tier 3,Supermarket Type1,37
FDP09,19.75,1,0.033861654,1,213.2902,OUT013,3,Tier 3,Supermarket Type1,37
NCG55,16.25,1,0.039146163,3,114.3176,OUT046,1,Tier 1,Supermarket Type1,27
NCH06,12.3,1,0.076554385,3,245.746,OUT046,1,Tier 1,Supermarket Type1,27
FDV52,20.7,2,0.121419594,4,117.5466,OUT013,3,Tier 3,Supermarket Type1,37
NCL07,13.85,1,0.031332632,12,40.548,OUT035,1,Tier 2,Supermarket Type1,20
DRO59,11.8,1,0.054109186,8,74.7012,OUT013,3,Tier 3,Supermarket Type1,37
NCQ30,7.725,1,0.029066785,3,121.0414,OUT035,1,Tier 2,Supermarket Type1,20
FDX39,14.3,2,0.049666763,7,212.9586,OUT035,1,Tier 2,Supermarket Type1,20
FDA57,18.85,1,0.039636104,1,41.648,OUT035,1,Tier 2,Supermarket Type1,20
FDU28,19.2,2,0.093840193,4,188.0214,OUT013,3,Tier 3,Supermarket Type1,37
FDR36,6.715,2,0.122081667,5,43.8454,OUT018,2,Tier 3,Supermarket Type2,15
NCQ17,10.3,1,0.116910445,2,154.563,OUT035,1,Tier 2,Supermarket Type1,20
FDU22,12.35,1,0.093296553,1,120.0124,OUT046,1,Tier 1,Supermarket Type1,27
FDV36,18.7,1,0.026409147,5,126.102,OUT018,2,Tier 3,Supermarket Type2,15
NCV06,11.3,1,0.0,3,192.8478,OUT049,2,Tier 1,Supermarket Type1,25
FDT16,9.895,2,0.0,4,261.8278,OUT035,1,Tier 2,Supermarket Type1,20
FDC22,6.89,2,0.136402598,1,191.882,OUT035,1,Tier 2,Supermarket Type1,20
FDU10,10.1,2,0.045683383,1,38.2848,OUT035,1,Tier 2,Supermarket Type1,20
FDO08,11.1,2,0.053858987,2,166.0526,OUT049,2,Tier 1,Supermarket Type1,25
NCV42,6.26,1,0.031549979,3,109.8228,OUT018,2,Tier 3,Supermarket Type2,15
FDP33,18.7,1,0.089255373,1,253.9672,OUT035,1,Tier 2,Supermarket Type1,20
FDJ12,8.895,2,0.039041114,5,206.5296,OUT046,1,Tier 1,Supermarket Type1,27
NCU54,8.88,1,0.098540307,3,211.127,OUT013,3,Tier 3,Supermarket Type1,37
FDA16,6.695,1,0.033913749,4,220.3456,OUT013,3,Tier 3,Supermarket Type1,37
FDQ28,14.0,2,0.06052101,4,152.9656,OUT049,2,Tier 1,Supermarket Type1,25
FDK02,12.5,1,0.112131275,12,118.244,OUT013,3,Tier 3,Supermarket Type1,37
FDW47,15.0,1,0.04656414,9,121.0414,OUT018,2,Tier 3,Supermarket Type2,15
NCC42,15.0,1,0.045091342,2,139.4838,OUT018,2,Tier 3,Supermarket Type2,15
FDQ37,20.75,1,0.089624277,11,193.9478,OUT018,2,Tier 3,Supermarket Type2,15
FDL40,17.7,1,0.011613156,4,95.041,OUT046,1,Tier 1,Supermarket Type1,27
NCB54,8.76,1,0.050052711,2,128.4336,OUT046,1,Tier 1,Supermarket Type1,27
FDS48,15.15,1,0.0,5,149.3708,OUT049,2,Tier 1,Supermarket Type1,25
NCT30,9.1,1,0.080226072,3,45.7718,OUT013,3,Tier 3,Supermarket Type1,37
FDE21,12.8,1,0.022944688,2,115.0492,OUT046,1,Tier 1,Supermarket Type1,27
FDC41,15.6,1,0.116891138,4,75.767,OUT035,1,Tier 2,Supermarket Type1,20
NCZ42,10.5,1,0.011333911,3,236.8248,OUT018,2,Tier 3,Supermarket Type2,15
NCV17,18.85,1,0.016173165,2,131.1626,OUT018,2,Tier 3,Supermarket Type2,15
DRK39,7.02,1,0.0,6,82.325,OUT035,1,Tier 2,Supermarket Type1,20
FDS37,7.655,1,0.032074998,12,114.5492,OUT018,2,Tier 3,Supermarket Type2,15
NCG19,20.25,1,0.148536185,3,235.9616,OUT018,2,Tier 3,Supermarket Type2,15
FDS51,13.35,1,0.032153714,7,62.6194,OUT013,3,Tier 3,Supermarket Type1,37
NCO14,9.6,1,0.029643872,3,43.2086,OUT046,1,Tier 1,Supermarket Type1,27
FDC38,15.7,1,0.122493968,12,133.9942,OUT046,1,Tier 1,Supermarket Type1,27
FDN15,17.5,1,0.0,7,140.418,OUT046,1,Tier 1,Supermarket Type1,27
NCH42,6.86,1,0.036506915,3,228.201,OUT013,3,Tier 3,Supermarket Type1,37
FDQ22,16.75,1,0.029739652,1,37.7822,OUT046,1,Tier 1,Supermarket Type1,27
FDC05,13.1,2,0.09870238,4,195.2768,OUT013,3,Tier 3,Supermarket Type1,37
FDZ31,15.35,2,0.113123006,2,191.9504,OUT013,3,Tier 3,Supermarket Type1,37
DRJ23,18.35,1,0.041733666,8,190.1872,OUT049,2,Tier 1,Supermarket Type1,25
FDC52,11.15,2,0.0,6,151.2708,OUT035,1,Tier 2,Supermarket Type1,20
FDD32,17.7,2,0.040931994,2,81.6276,OUT046,1,Tier 1,Supermarket Type1,27
FDR01,5.405,2,0.05370465,12,201.0742,OUT049,2,Tier 1,Supermarket Type1,25
NCS05,11.5,1,0.021063528,2,134.4942,OUT018,2,Tier 3,Supermarket Type2,15
FDY32,7.605,1,0.129216604,2,162.921,OUT035,1,Tier 2,Supermarket Type1,20
NCE06,5.825,1,0.091627467,3,161.6894,OUT049,2,Tier 1,Supermarket Type1,25
NCP14,8.275,1,0.110289757,3,102.8306,OUT046,1,Tier 1,Supermarket Type1,27
FDF14,7.55,1,0.027280495,12,151.234,OUT018,2,Tier 3,Supermarket Type2,15
NCH54,13.5,1,0.072782102,3,159.492,OUT049,2,Tier 1,Supermarket Type1,25
FDU27,18.6,2,0.171444454,7,49.5376,OUT035,1,Tier 2,Supermarket Type1,20
NCU29,7.685,1,0.02547263,2,144.576,OUT035,1,Tier 2,Supermarket Type1,20
FDJ57,7.42,2,0.021555692,7,186.0582,OUT013,3,Tier 3,Supermarket Type1,37
FDL56,14.1,1,0.125976163,2,86.5198,OUT049,2,Tier 1,Supermarket Type1,25
FDH60,19.7,2,0.080721764,5,195.611,OUT035,1,Tier 2,Supermarket Type1,20
FDN24,14.1,1,0.113728834,5,53.7956,OUT018,2,Tier 3,Supermarket Type2,15
NCG30,20.2,1,0.112778767,3,123.5046,OUT018,2,Tier 3,Supermarket Type2,15
FDJ14,10.3,2,0.050148322,12,79.396,OUT049,2,Tier 1,Supermarket Type1,25
NCN41,17.0,1,0.05219943,2,123.673,OUT035,1,Tier 2,Supermarket Type1,20
FDW22,9.695,2,0.03026518,1,223.4114,OUT013,3,Tier 3,Supermarket Type1,37
FDI02,15.7,2,0.114469755,12,112.1202,OUT013,3,Tier 3,Supermarket Type1,37
FDV48,9.195,2,0.051616858,5,79.6644,OUT046,1,Tier 1,Supermarket Type1,27
FDI27,8.71,2,0.045977618,6,46.7744,OUT035,1,Tier 2,Supermarket Type1,20
FDN51,17.85,2,0.020946828,7,261.3936,OUT046,1,Tier 1,Supermarket Type1,27
FDW07,18.0,2,0.142661865,2,87.3514,OUT035,1,Tier 2,Supermarket Type1,20
FDN45,19.35,1,0.118286387,1,223.7088,OUT049,2,Tier 1,Supermarket Type1,25
DRF48,5.73,1,0.051882003,8,188.1898,OUT049,2,Tier 1,Supermarket Type1,25
FDK45,11.65,1,0.033996111,7,114.786,OUT018,2,Tier 3,Supermarket Type2,15
FDZ37,8.1,2,0.019799238,12,86.5198,OUT049,2,Tier 1,Supermarket Type1,25
FDS50,17.0,1,0.055659189,6,223.7114,OUT018,2,Tier 3,Supermarket Type2,15
NCR54,16.35,1,0.090931104,3,195.711,OUT018,2,Tier 3,Supermarket Type2,15
NCS17,18.6,1,0.080486221,2,94.5436,OUT035,1,Tier 2,Supermarket Type1,20
FDV31,9.8,1,0.106717322,2,178.337,OUT046,1,Tier 1,Supermarket Type1,27
FDN60,15.1,1,0.095078893,5,159.6604,OUT013,3,Tier 3,Supermarket Type1,37
FDK26,5.46,2,0.032150627,12,185.124,OUT013,3,Tier 3,Supermarket Type1,37
FDX37,16.2,1,0.063286094,12,100.37,OUT018,2,Tier 3,Supermarket Type2,15
FDW31,11.35,2,0.043158104,2,197.6742,OUT046,1,Tier 1,Supermarket Type1,27
FDX26,17.7,1,0.088166215,6,183.8292,OUT018,2,Tier 3,Supermarket Type2,15
FDY58,11.65,1,0.039918581,1,228.7694,OUT046,1,Tier 1,Supermarket Type1,27
FDG31,12.15,1,0.038050764,7,65.9826,OUT018,2,Tier 3,Supermarket Type2,15
FDS13,6.465,1,0.124699691,12,266.0884,OUT049,2,Tier 1,Supermarket Type1,25
FDP16,18.6,1,0.039287423,4,246.8802,OUT035,1,Tier 2,Supermarket Type1,20
FDA35,14.85,2,0.053792758,5,121.0072,OUT013,3,Tier 3,Supermarket Type1,37
DRP47,15.75,1,0.141176075,8,253.8382,OUT018,2,Tier 3,Supermarket Type2,15
FDY20,12.5,2,0.081737302,2,90.9488,OUT035,1,Tier 2,Supermarket Type1,20
NCP05,19.6,1,0.0,2,149.8024,OUT013,3,Tier 3,Supermarket Type1,37
FDA08,11.85,2,0.0,2,165.6526,OUT035,1,Tier 2,Supermarket Type1,20
FDH12,9.6,1,0.084953662,5,107.028,OUT046,1,Tier 1,Supermarket Type1,27
FDB40,17.5,2,0.007539885,6,145.7102,OUT046,1,Tier 1,Supermarket Type1,27
FDH02,7.27,2,0.020813453,12,89.6488,OUT049,2,Tier 1,Supermarket Type1,25
FDP16,18.6,1,0.039262153,4,247.2802,OUT013,3,Tier 3,Supermarket Type1,37
NCF55,6.675,1,0.021754595,3,34.1874,OUT018,2,Tier 3,Supermarket Type2,15
NCU53,5.485,1,0.04281828,2,163.9842,OUT049,2,Tier 1,Supermarket Type1,25
NCT41,15.7,1,0.056077341,2,152.1024,OUT049,2,Tier 1,Supermarket Type1,25
FDJ45,17.75,1,0.073410642,7,35.9216,OUT046,1,Tier 1,Supermarket Type1,27
FDR28,13.85,2,0.025874934,4,163.421,OUT013,3,Tier 3,Supermarket Type1,37
FDN08,7.72,2,0.088291127,2,118.7466,OUT013,3,Tier 3,Supermarket Type1,37
FDJ07,7.26,1,0.0,7,114.515,OUT049,2,Tier 1,Supermarket Type1,25
FDK57,10.195,1,0.08029289,1,120.844,OUT046,1,Tier 1,Supermarket Type1,27
FDD20,14.15,1,0.0,2,123.3046,OUT049,2,Tier 1,Supermarket Type1,25
FDS36,8.38,2,0.047078339,5,111.357,OUT018,2,Tier 3,Supermarket Type2,15
FDI40,11.5,2,0.125798231,4,102.5358,OUT049,2,Tier 1,Supermarket Type1,25
FDE08,18.2,1,0.049278643,2,147.1734,OUT013,3,Tier 3,Supermarket Type1,37
DRK01,7.63,1,0.061013491,8,96.0436,OUT013,3,Tier 3,Supermarket Type1,37
FDC58,10.195,1,0.042007527,1,43.2428,OUT049,2,Tier 1,Supermarket Type1,25
FDE50,19.7,2,0.016205646,12,188.8556,OUT046,1,Tier 1,Supermarket Type1,27
FDX48,17.75,2,0.037880729,5,152.7656,OUT035,1,Tier 2,Supermarket Type1,20
DRM35,9.695,1,0.070731517,8,178.0344,OUT018,2,Tier 3,Supermarket Type2,15
FDG41,8.84,2,0.076498396,4,108.9228,OUT013,3,Tier 3,Supermarket Type1,37
FDB52,17.75,1,0.030435601,6,255.9672,OUT046,1,Tier 1,Supermarket Type1,27
FDI26,5.94,1,0.034857707,12,180.4344,OUT013,3,Tier 3,Supermarket Type1,37
FDR07,21.35,1,0.07786478,2,97.0094,OUT049,2,Tier 1,Supermarket Type1,25
FDE10,6.67,2,0.089948119,1,132.6626,OUT046,1,Tier 1,Supermarket Type1,27
NCO55,12.8,1,0.091037229,12,108.9938,OUT046,1,Tier 1,Supermarket Type1,27
FDZ13,7.84,2,0.0,12,51.035,OUT013,3,Tier 3,Supermarket Type1,37
NCM05,6.825,1,0.059797172,2,263.2226,OUT013,3,Tier 3,Supermarket Type1,37
FDK04,7.36,1,0.0,4,59.2588,OUT013,3,Tier 3,Supermarket Type1,37
DRC25,5.73,1,0.045442396,8,85.4882,OUT049,2,Tier 1,Supermarket Type1,25
NCD07,9.1,1,0.055654536,3,114.1518,OUT018,2,Tier 3,Supermarket Type2,15
FDL12,15.85,2,0.121821828,5,60.722,OUT049,2,Tier 1,Supermarket Type1,25
FDC60,5.425,2,0.114450757,5,90.3514,OUT035,1,Tier 2,Supermarket Type1,20
FDN24,14.1,1,0.113173172,5,52.9956,OUT013,3,Tier 3,Supermarket Type1,37
FDH44,19.1,2,0.025850623,2,149.0418,OUT013,3,Tier 3,Supermarket Type1,37
FDQ55,13.65,2,0.013058345,2,116.3834,OUT049,2,Tier 1,Supermarket Type1,25
FDX03,15.85,2,0.061095976,7,44.6744,OUT046,1,Tier 1,Supermarket Type1,27
FDA25,16.5,2,0.068231673,12,102.899,OUT049,2,Tier 1,Supermarket Type1,25
FDH21,10.395,1,0.03135221,7,158.6604,OUT018,2,Tier 3,Supermarket Type2,15
NCU05,11.8,1,0.058736238,2,78.5618,OUT046,1,Tier 1,Supermarket Type1,27
FDE02,8.71,1,0.121438886,12,93.6778,OUT049,2,Tier 1,Supermarket Type1,25
FDL25,6.92,2,0.130900158,11,91.2804,OUT035,1,Tier 2,Supermarket Type1,20
FDC50,15.85,1,0.136710131,12,94.1094,OUT049,2,Tier 1,Supermarket Type1,25
FDZ32,7.785,2,0.038192036,2,106.5964,OUT049,2,Tier 1,Supermarket Type1,25
FDB26,14.0,2,0.031316108,12,52.564,OUT049,2,Tier 1,Supermarket Type1,25
FDP01,20.75,2,0.063583911,11,153.7682,OUT018,2,Tier 3,Supermarket Type2,15
FDH40,11.6,2,0.078914647,4,83.1276,OUT035,1,Tier 2,Supermarket Type1,20
FDT12,6.215,2,0.04969885,5,223.9062,OUT049,2,Tier 1,Supermarket Type1,25
FDT47,5.26,2,0.024608674,9,98.8068,OUT018,2,Tier 3,Supermarket Type2,15
NCK31,10.895,1,0.027089826,12,50.6666,OUT049,2,Tier 1,Supermarket Type1,25
FDM44,12.5,1,0.031043803,2,101.799,OUT035,1,Tier 2,Supermarket Type1,20
FDD46,6.035,1,0.141831427,1,152.4998,OUT018,2,Tier 3,Supermarket Type2,15
FDM02,12.5,2,0.073849696,12,86.3198,OUT049,2,Tier 1,Supermarket Type1,25
FDU45,15.6,2,0.035650779,1,112.9518,OUT018,2,Tier 3,Supermarket Type2,15
FDR27,15.1,2,0.09608226,7,134.2942,OUT035,1,Tier 2,Supermarket Type1,20
FDF33,7.97,1,0.021517566,7,108.2596,OUT013,3,Tier 3,Supermarket Type1,37
FDJ36,14.5,2,0.128260071,5,104.1332,OUT046,1,Tier 1,Supermarket Type1,27
FDP33,18.7,1,0.089411048,1,254.8672,OUT049,2,Tier 1,Supermarket Type1,25
FDG17,6.865,2,0.035840212,4,245.0486,OUT046,1,Tier 1,Supermarket Type1,27
NCW29,14.0,1,0.028862957,2,128.431,OUT046,1,Tier 1,Supermarket Type1,27
FDP48,7.52,2,0.044014888,5,181.795,OUT035,1,Tier 2,Supermarket Type1,20
FDG17,6.865,2,0.035833435,4,244.7486,OUT035,1,Tier 2,Supermarket Type1,20
FDB02,9.695,2,0.029164278,12,175.237,OUT046,1,Tier 1,Supermarket Type1,27
NCD55,14.0,1,0.024326578,3,41.9454,OUT035,1,Tier 2,Supermarket Type1,20
FDX34,6.195,1,0.071925626,1,121.9098,OUT013,3,Tier 3,Supermarket Type1,37
DRF37,17.25,1,0.084463753,8,262.291,OUT049,2,Tier 1,Supermarket Type1,25
FDL27,6.17,1,0.0,7,64.0826,OUT035,1,Tier 2,Supermarket Type1,20
NCP53,14.75,1,0.032884127,2,236.5906,OUT035,1,Tier 2,Supermarket Type1,20
FDJ28,12.3,1,0.021856851,4,191.8162,OUT035,1,Tier 2,Supermarket Type1,20
FDF40,20.25,2,0.022603838,6,248.1092,OUT018,2,Tier 3,Supermarket Type2,15
FDA32,14.0,1,0.030088502,2,216.6192,OUT035,1,Tier 2,Supermarket Type1,20
NCQ29,12.0,1,0.104143397,2,262.2278,OUT013,3,Tier 3,Supermarket Type1,37
DRB01,7.39,1,0.0,8,191.753,OUT035,1,Tier 2,Supermarket Type1,20
FDJ40,13.6,2,0.049589259,4,109.7912,OUT046,1,Tier 1,Supermarket Type1,27
FDO24,11.1,1,0.176933493,5,159.1604,OUT018,2,Tier 3,Supermarket Type2,15
FDO11,8.0,2,0.030388183,9,247.8092,OUT018,2,Tier 3,Supermarket Type2,15
FDA56,9.21,1,0.008763128,2,120.2414,OUT035,1,Tier 2,Supermarket Type1,20
FDA10,20.35,1,0.141697997,1,122.5072,OUT013,3,Tier 3,Supermarket Type1,37
FDV08,7.35,1,0.028639386,2,41.7454,OUT049,2,Tier 1,Supermarket Type1,25
FDN48,13.35,1,0.064896679,5,90.0804,OUT013,3,Tier 3,Supermarket Type1,37
DRF49,7.27,1,0.071018789,8,114.4518,OUT013,3,Tier 3,Supermarket Type1,37
FDS02,10.195,2,0.145839766,6,194.9794,OUT035,1,Tier 2,Supermarket Type1,20
FDS43,11.65,1,0.040514888,2,186.524,OUT046,1,Tier 1,Supermarket Type1,27
FDT16,9.895,2,0.048621862,4,259.1278,OUT013,3,Tier 3,Supermarket Type1,37
FDK15,10.8,1,0.098413825,7,98.8042,OUT046,1,Tier 1,Supermarket Type1,27
DRA12,11.6,1,0.041009558,8,141.0154,OUT049,2,Tier 1,Supermarket Type1,25
NCU42,9.0,1,0.019490421,3,169.3474,OUT013,3,Tier 3,Supermarket Type1,37
FDD26,8.71,2,0.072095416,12,184.7924,OUT013,3,Tier 3,Supermarket Type1,37
FDR11,10.5,2,0.143118865,9,160.8578,OUT018,2,Tier 3,Supermarket Type2,15
